,Unnamed: 0,mesh_area,mesh_rectangularity,mesh_eccentricity,mesh_volume,mesh_a3,mesh_d1,mesh_d2,mesh_d3,mesh_d4,mesh_compactness,mesh_diameter,ID,class
370,370,-0.48037447040128145,-0.8534194740916983,-0.19984998154459696,-0.5235716210028184,"[0.12584 0.18766 0.18822 0.1663  0.11704 0.08292 0.06168 0.0395  0.02358
 0.00726]","[0.1194455  0.55924801 0.31067224 0.01063426 0.         0.
 0.         0.         0.         0.        ]","[4.9180e-02 1.4768e-01 2.2510e-01 2.4236e-01 1.8606e-01 1.0216e-01
 3.9560e-02 7.7800e-03 1.2000e-04 0.0000e+00]","[0.06984 0.34028 0.3983  0.16022 0.0294  0.00196 0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05]",0.04308629635267924,-0.6528024532644762,1080,plant
371,371,-0.3628080607708692,-0.277941472641228,-0.11473791567576974,-0.4261991513443897,"[0.18812 0.21008 0.1419  0.1063  0.08738 0.07576 0.06554 0.05674 0.0477
 0.02048]","[0.34635974 0.48447537 0.15310493 0.01605996 0.         0.
 0.         0.         0.         0.        ]","[0.10846 0.26102 0.27062 0.16794 0.10566 0.05756 0.01796 0.00842 0.00236
 0.     ]","[0.21958 0.55392 0.204   0.0208  0.0017  0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.0000e-05 0.0000e+00 0.0000e+00]",-0.04634347658092572,-0.6511561863149359,673,gun
372,372,-0.6080571237668563,0.05890606730746228,-0.12113038053497933,-0.4115068117948042,"[0.23936 0.21118 0.12272 0.08762 0.06786 0.06024 0.06334 0.0666  0.05912
 0.02196]","[0.38932089 0.36391913 0.21565578 0.0311042  0.         0.
 0.         0.         0.         0.        ]","[0.10232 0.27364 0.22946 0.16106 0.10854 0.06508 0.03688 0.01886 0.00416
 0.     ]","[0.20882 0.60942 0.17998 0.00178 0.      0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04659894455308709,-0.7066757869385994,149,human
373,373,-0.6417873367092393,-0.343415348671107,-0.15552815432928868,-0.3952711142447705,"[0.22174 0.2212  0.13378 0.09154 0.07502 0.06672 0.06634 0.06054 0.04524
 0.01788]","[0.36195286 0.44725028 0.1661055  0.02469136 0.         0.
 0.         0.         0.         0.        ]","[0.11128 0.29486 0.24056 0.14994 0.10296 0.06004 0.03034 0.00922 0.0008
 0.     ]","[0.22612 0.59924 0.1686  0.00604 0.      0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",-0.046616431208500446,-0.6990941258369353,264,human
374,374,-0.6211089239644115,-0.8400270681495147,-0.1956659387661363,-0.5071723470654798,"[0.12944 0.2127  0.17828 0.13932 0.11512 0.08062 0.06112 0.04412 0.0301
 0.00918]","[0.26564004 0.54042348 0.1732435  0.02069297 0.         0.
 0.         0.         0.         0.        ]","[6.4220e-02 2.1836e-01 2.7790e-01 2.0566e-01 1.2382e-01 7.1000e-02
 3.1420e-02 7.5400e-03 8.0000e-05 0.0000e+00]","[1.1332e-01 5.0926e-01 3.1180e-01 6.0380e-02 5.1200e-03 1.2000e-04
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.0000e-05 0.0000e+00 0.0000e+00]",-0.04518410409041787,-0.7295316399152602,1081,plant
375,375,-0.7645751835620873,0.08818843841514745,0.27749792542324336,-0.4997798519083361,"[0.3973  0.15626 0.0672  0.0439  0.0384  0.03712 0.04394 0.07016 0.08726
 0.05846]","[0.37775268 0.43760587 0.15697346 0.02766798 0.         0.
 0.         0.         0.         0.        ]","[0.2408  0.21198 0.17972 0.13442 0.11086 0.07518 0.03292 0.01358 0.00054
 0.     ]","[5.1148e-01 4.5018e-01 3.8300e-02 4.0000e-05 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 2.0000e-05 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04654353667577359,-0.7245440448732133,674,gun
376,376,0.1780950459509099,-0.4119771822163598,-0.17369304883010828,-0.31314444952031456,"[0.14882 0.19792 0.16586 0.13834 0.11996 0.09334 0.06592 0.03772 0.02406
 0.00806]","[0.06888008 0.27452924 0.6333003  0.02329039 0.         0.
 0.         0.         0.         0.        ]","[0.06016 0.10618 0.15302 0.20822 0.13262 0.10096 0.1265  0.09264 0.0197
 0.     ]","[0.06584 0.24912 0.35026 0.26714 0.06764 0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 2.0000e-05 0.0000e+00]",-0.04614406632622567,-0.2848691637387234,1490,car
377,377,-0.5169530212131787,-0.41941284204303014,-0.16357012024252426,-0.2326106964122348,"[0.1808  0.20494 0.15694 0.1184  0.09008 0.07304 0.06342 0.05418 0.04228
 0.01592]","[0.26987952 0.41506024 0.23795181 0.07710843 0.         0.
 0.         0.         0.         0.        ]","[0.06766842 0.18787891 0.22127293 0.18425739 0.15182377 0.09598031
 0.05394266 0.02497049 0.00964405 0.00256108]","[0.11726 0.46384 0.3131  0.0877  0.01712 0.00098 0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",-0.0466244056588629,1.2678608634246091,265,human
378,378,-0.2530406635965907,0.6609798345234649,-0.15955421058166008,0.12778118921354648,"[0.27768 0.1782  0.08788 0.07122 0.10016 0.06364 0.05814 0.06808 0.07036
 0.02464]","[0.22053232 0.4134981  0.35456274 0.01140684 0.         0.
 0.         0.         0.         0.        ]","[0.14142 0.20376 0.18622 0.15754 0.1077  0.10506 0.08114 0.01694 0.00022
 0.     ]","[2.2150e-01 5.5124e-01 2.1236e-01 1.4600e-02 3.0000e-04 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.0000e-05 0.0000e+00 0.0000e+00]",-0.046625340092856495,-0.7320270653399933,1082,plant
379,379,-0.7781307572222652,-0.06729342659562951,0.7547598168700209,-0.4818479416859293,"[0.4493  0.0821  0.04436 0.04666 0.08354 0.05434 0.0392  0.03702 0.06316
 0.10032]","[0.36658749 0.1543943  0.45368171 0.0253365  0.         0.
 0.         0.         0.         0.        ]","[0.26482 0.10698 0.10204 0.18088 0.15474 0.0345  0.05522 0.08166 0.01916
 0.     ]","[0.573   0.3738  0.04862 0.00458 0.      0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04661349426176427,-0.4886049455620022,675,gun
380,380,0.7567480978471708,-0.4425551696338939,-0.17303134180690227,-0.3019437180152299,"[0.15202 0.19972 0.1515  0.1337  0.11452 0.0926  0.06954 0.0483  0.02908
 0.00902]","[0.07797271 0.40090968 0.48538012 0.03573749 0.         0.
 0.         0.         0.         0.        ]","[0.06394 0.12476 0.18546 0.19934 0.12898 0.12088 0.09886 0.06864 0.00914
 0.     ]","[0.07824 0.31162 0.32402 0.25054 0.03558 0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.0000e-05 0.0000e+00 0.0000e+00]",-0.0450450034096575,-0.028482031918523696,1491,car
381,381,-0.48309750772082144,-0.6901941221641931,-0.1841196593329668,-0.42544938209781863,"[0.15934 0.18918 0.17794 0.12694 0.0938  0.08402 0.07492 0.0571  0.02858
 0.00818]","[0.06751825 0.53649635 0.2709854  0.125      0.         0.
 0.         0.         0.         0.        ]","[0.10154 0.0662  0.1859  0.2094  0.15612 0.15402 0.06944 0.04646 0.01092
 0.     ]","[0.16774 0.22196 0.34164 0.19926 0.05604 0.01336 0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04649889034810718,-0.5466689856819338,266,human
382,382,-0.49768152193442505,-0.7084595893193371,-0.1991921511997852,-0.47802516129193146,"[0.10486 0.19458 0.18782 0.16552 0.12928 0.08804 0.06266 0.04036 0.02018
 0.0067 ]","[0.55172414 0.4389562  0.0083877  0.00093197 0.         0.
 0.         0.         0.         0.        ]","[1.3620e-01 4.1882e-01 3.1870e-01 1.0662e-01 1.8580e-02 7.2000e-04
 2.8000e-04 8.0000e-05 0.0000e+00 0.0000e+00]","[2.8106e-01 6.5328e-01 6.5500e-02 1.6000e-04 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04606817823038399,-0.7345481568915008,1083,plant
383,383,-0.7172456159386862,-0.19138393706128537,-0.13025379064395154,-0.4577440960547899,"[0.24386 0.17382 0.1158  0.09762 0.09258 0.08366 0.06328 0.05808 0.04588
 0.02542]","[0.72002725 0.1886921  0.04632153 0.         0.04495913 0.
 0.         0.         0.         0.        ]","[0.27778 0.37472 0.14954 0.05326 0.05236 0.02866 0.03266 0.02004 0.01098
 0.     ]","[0.52826 0.4149  0.05422 0.00262 0.      0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",-0.0466079381966634,-0.7332873705910861,676,gun
384,384,0.7586213635248337,-0.2933138875818635,-0.19142033438166742,-0.1399270047051655,"[0.13562 0.182   0.17852 0.149   0.13206 0.0982  0.05876 0.0383  0.02034
 0.0072 ]","[7.76004403e-02 6.34562466e-01 2.70225647e-01 1.70610897e-02
 5.50357733e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00]","[0.06406 0.16594 0.18378 0.21048 0.20028 0.13708 0.02992 0.0065  0.00196
 0.     ]","[8.3500e-02 3.8382e-01 3.5536e-01 1.6590e-01 1.1260e-02 1.6000e-04
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.046102482689826085,-0.001131619323773972,1492,car
385,385,-0.5248302438807042,-0.46740562238985983,-0.16727384417645197,-0.4274595049600031,"[0.23496 0.1698  0.11846 0.11288 0.09926 0.08604 0.07316 0.05458 0.03814
 0.01272]","[0.27641462 0.68302454 0.01802704 0.0225338  0.         0.
 0.         0.         0.         0.        ]","[1.6260e-01 2.7336e-01 1.7344e-01 1.9662e-01 1.4646e-01 2.6020e-02
 1.2520e-02 8.7200e-03 2.6000e-04 0.0000e+00]","[0.26788 0.57938 0.13936 0.01252 0.00086 0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04653098113802316,-0.7261888814229105,267,trex
386,386,-0.7101121922294793,-0.8405306042681796,-0.19781260964084804,-0.5194846956830161,"[0.11356 0.2099  0.1962  0.16704 0.1275  0.08036 0.05318 0.03144 0.01564
 0.00518]","[0.48732625 0.48323794 0.02698283 0.00245298 0.         0.
 0.         0.         0.         0.        ]","[1.1290e-01 3.7702e-01 3.4694e-01 1.1972e-01 3.9720e-02 3.0000e-03
 4.4000e-04 2.4000e-04 2.0000e-05 0.0000e+00]","[0.23028 0.64864 0.1202  0.00088 0.      0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04027445739450188,-0.734049923067461,1084,plant
387,387,0.7453481838525815,-0.6305072333038412,-0.1718075400926324,-0.39942293035699133,"[0.1717  0.20686 0.15246 0.12912 0.10714 0.08992 0.0607  0.04338 0.02866
 0.01006]","[0.07372401 0.38878387 0.51543793 0.02205419 0.         0.
 0.         0.         0.         0.        ]","[0.0644  0.11984 0.18472 0.19818 0.1239  0.1225  0.10098 0.07678 0.0087
 0.     ]","[0.07418 0.32838 0.32314 0.24236 0.03194 0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04168934947712594,-0.020569198923414366,1493,car
388,388,-0.8234084127150897,-0.6067200130879943,0.7962071973320356,-0.5216289521206842,"[0.4319  0.11612 0.0564  0.0437  0.04348 0.04746 0.04262 0.05414 0.0773
 0.08688]","[0.54714912 0.32510965 0.08662281 0.02192982 0.0191886  0.
 0.         0.         0.         0.        ]","[0.3526  0.25946 0.12042 0.07914 0.08588 0.05112 0.03616 0.00872 0.0065
 0.     ]","[8.5374e-01 1.4600e-01 2.6000e-04 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.045831707131482734,-0.6796966077584389,677,gun
389,389,-0.7326459541046156,-0.28288375086247813,-0.1751537298114014,-0.4474704249789432,"[0.16546 0.21364 0.15708 0.12806 0.10308 0.07832 0.05926 0.04654 0.03486
 0.0137 ]","[0.70822139 0.25040301 0.03116604 0.01020956 0.         0.
 0.         0.         0.         0.        ]","[2.5478e-01 3.8804e-01 2.1362e-01 1.0280e-01 2.5580e-02 9.5000e-03
 4.5800e-03 1.0400e-03 6.0000e-05 0.0000e+00]","[0.50738 0.4562  0.03494 0.00148 0.      0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.046619848310573433,-0.7338218855246823,268,trex
390,390,0.13838695898371767,-0.7934679564446153,-0.1991119459113352,-0.46876040256942914,"[0.10504 0.20434 0.20946 0.16826 0.12384 0.08078 0.05534 0.03124 0.01708
 0.00462]","[0.1300813  0.65943993 0.19150858 0.01897019 0.         0.
 0.         0.         0.         0.        ]","[0.0384  0.159   0.25382 0.27228 0.17144 0.0704  0.02836 0.00592 0.00038
 0.     ]","[5.4340e-02 3.6542e-01 4.4208e-01 1.2802e-01 9.8800e-03 2.6000e-04
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.0000e-05 0.0000e+00 0.0000e+00]",-0.040248272816860275,-0.6572786153700494,1085,plant
391,391,-0.7982156537955648,0.3967812308517026,1.3375812638238915,-0.5009099373474492,"[0.4563  0.08258 0.04628 0.04028 0.0689  0.05    0.02488 0.04106 0.0772
 0.11252]","[0.35550459 0.44189602 0.11926606 0.08333333 0.         0.
 0.         0.         0.         0.        ]","[0.2326  0.18034 0.21352 0.12582 0.13358 0.0346  0.05986 0.      0.01968
 0.     ]",[0.6697 0.3139 0.0164 0.     0.     0.     0.     0.     0.     0.    ],"[9.9998e-01 0.0000e+00 0.0000e+00 2.0000e-05 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.046589255829790045,-0.6475225359283965,678,gun
392,392,0.12492952705189667,0.5586429828926601,-0.17034140809589085,0.040867906128886425,"[0.15784 0.17542 0.17474 0.14188 0.12958 0.09136 0.05846 0.04072 0.02248
 0.00752]","[0.01147776 0.28837877 0.68388331 0.01626016 0.         0.
 0.         0.         0.         0.        ]","[0.07756 0.11264 0.08354 0.1721  0.19432 0.13968 0.14208 0.07166 0.00642
 0.     ]","[0.0766  0.2821  0.27876 0.23276 0.12978 0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04657759944673118,-0.3413679793277091,1494,car
393,393,-0.6792345354807567,-0.2830995811200148,-0.1665825883082008,-0.3888685024783293,"[0.18052 0.21422 0.1398  0.10456 0.0918  0.07774 0.06688 0.05868 0.0486
 0.0172 ]","[0.46717025 0.40325392 0.12085997 0.00871586 0.         0.
 0.         0.         0.         0.        ]","[1.2876e-01 3.0102e-01 2.3984e-01 1.7816e-01 9.8680e-02 3.3760e-02
 1.5440e-02 4.2600e-03 8.0000e-05 0.0000e+00]","[2.4286e-01 6.0806e-01 1.3474e-01 1.4180e-02 1.6000e-04 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",-0.046624942915265186,-0.6692724824140556,269,trex
394,394,-0.5343550641378934,-0.8025352923968283,-0.17134451270022324,-0.5114074351827486,"[0.20734 0.21356 0.12572 0.08684 0.07434 0.06524 0.0725  0.07588 0.05718
 0.0214 ]","[0.35335836 0.47851481 0.16687526 0.00125156 0.         0.
 0.         0.         0.         0.        ]","[0.11954 0.30184 0.222   0.15976 0.1076  0.06434 0.0233  0.0013  0.00032
 0.     ]","[0.22468 0.6061  0.166   0.00322 0.      0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",-0.041024880707486534,-0.6292912857421753,1086,plant
395,395,-0.781987599776725,0.276600953229577,1.373879391099725,-0.4925733508661133,"[0.45746 0.0678  0.04782 0.03676 0.05068 0.04254 0.03732 0.0429  0.07392
 0.1428 ]","[0.26742462 0.20168067 0.48937222 0.04152249 0.         0.
 0.         0.         0.         0.        ]","[0.2304  0.12584 0.12826 0.1335  0.1161  0.07538 0.0607  0.1048  0.02502
 0.     ]","[5.4262e-01 4.3006e-01 2.7080e-02 2.4000e-04 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.046598501025208065,-0.5775245115900953,679,gun
396,396,0.16402664209138154,0.3292522712170344,-0.15531160526235757,-0.12348683738854514,"[0.17424 0.1944  0.13134 0.12962 0.12162 0.10054 0.06716 0.04638 0.02522
 0.00948]","[0.00165563 0.45198675 0.50331126 0.04304636 0.         0.
 0.         0.         0.         0.        ]","[0.10356 0.10106 0.17306 0.15398 0.11794 0.15868 0.13128 0.04676 0.01368
 0.     ]","[0.10642 0.33192 0.2416  0.30314 0.01692 0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.0000e-05 0.0000e+00 0.0000e+00]",-0.046505304901402776,-0.5951774295475111,1495,car
397,397,0.3320953461551573,-0.8433997155370041,-0.2018393299685212,-0.5041445248322709,"[0.10126 0.17034 0.20252 0.19146 0.139   0.0899  0.05316 0.03028 0.0163
 0.00578]","[0.00138122 0.57458564 0.33793738 0.08517495 0.00092081 0.
 0.         0.         0.         0.        ]","[3.56021361e-02 1.00246015e-01 1.47668860e-01 1.93291597e-01
 2.29913795e-01 1.61869712e-01 9.29855791e-02 3.39820389e-02
 4.26025562e-03 1.80010801e-04]","[0.03718 0.21374 0.38596 0.2754  0.07808 0.00922 0.00042 0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.0000e-05 0.0000e+00 0.0000e+00]",0.03439809861394056,2.1528607037036522,27,flying_creature
398,398,-0.7143733069027476,-0.8467765349221966,-0.1943278455847373,-0.5161239925019893,"[0.14862 0.2098  0.17024 0.12914 0.10764 0.07974 0.06198 0.04978 0.0309
 0.01216]","[0.28483492 0.51594852 0.17851147 0.02070509 0.         0.
 0.         0.         0.         0.        ]","[0.06754 0.23032 0.27242 0.19896 0.12348 0.06474 0.03296 0.00918 0.0004
 0.     ]","[0.11498 0.51344 0.29804 0.06556 0.00744 0.00054 0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.0000e-05 0.0000e+00 0.0000e+00]",-0.04459951743194087,-0.7076896977465612,1087,plant
399,399,-0.7032711470714595,-0.049146493046644465,-0.1202606931372345,-0.44418722744899963,"[0.26484 0.19296 0.10124 0.07024 0.06482 0.05962 0.05818 0.0727  0.08076
 0.03464]","[0.48617021 0.36542553 0.13085106 0.01755319 0.         0.
 0.         0.         0.         0.        ]","[0.1671  0.31802 0.22536 0.13972 0.08114 0.04384 0.01522 0.00888 0.00072
 0.     ]","[0.34574 0.58582 0.06742 0.00102 0.      0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",-0.046612319394500466,-0.6902489115240191,68,underwater_creature
400,400,-0.30616378797145805,-0.40401445181546625,-0.19227391160603527,-0.18899003844583517,"[0.1521  0.18526 0.16828 0.14364 0.1198  0.09368 0.0646  0.04136 0.02384
 0.00744]","[0.24559585 0.48341969 0.23367876 0.00829016 0.02901554 0.
 0.         0.         0.         0.        ]","[0.11438 0.14052 0.26674 0.16364 0.102   0.1369  0.03736 0.01786 0.01888
 0.00172]","[0.1537  0.36242 0.34082 0.11388 0.02504 0.00414 0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04660314192393117,0.4798539269556025,270,trex
401,401,-0.19457986110815945,0.44839354145183535,-0.17147407905862247,-0.16074951044435723,"[0.15522 0.21694 0.15288 0.12352 0.1127  0.0968  0.06536 0.04142 0.02658
 0.00858]","[0.07554561 0.45327364 0.46446558 0.00671517 0.         0.
 0.         0.         0.         0.        ]","[0.06874 0.13416 0.23072 0.1462  0.1351  0.12804 0.09756 0.04996 0.00952
 0.     ]","[0.0877  0.33254 0.35468 0.22088 0.0042  0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.0000e-05 0.0000e+00 0.0000e+00]",-0.0465893181575626,-0.5266344349431689,1496,car
402,402,-0.7847788180372512,-0.8452560471301755,-0.20224145762653878,-0.5167299374607491,"[0.0943  0.19188 0.21736 0.18094 0.12888 0.08296 0.05108 0.03122 0.01634
 0.00504]","[0.19401878 0.70192783 0.10331191 0.00074147 0.         0.
 0.         0.         0.         0.        ]","[5.3420e-02 1.9902e-01 3.2292e-01 2.6810e-01 1.2714e-01 2.5600e-02
 3.3600e-03 4.2000e-04 2.0000e-05 0.0000e+00]","[0.09744 0.46434 0.38688 0.05044 0.0009  0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.0000e-05 0.0000e+00 0.0000e+00]",-0.04599422679956719,-0.6584859226236844,1088,plant
403,403,-0.8523432463057978,-0.6263930895793774,2.4141847874916453,-0.5223798502365142,"[0.52262 0.0632  0.02582 0.02166 0.02892 0.0289  0.0217  0.03074 0.07752
 0.17892]","[0.43013699 0.46191781 0.10684932 0.00109589 0.         0.
 0.         0.         0.         0.        ]","[2.8350e-01 2.2186e-01 1.6304e-01 1.4528e-01 1.0026e-01 6.9600e-02
 1.6000e-02 2.4000e-04 2.2000e-04 0.0000e+00]","[0.92614 0.07386 0.      0.      0.      0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04638538564202176,-0.7240461335132274,680,gun
404,404,-0.7184812175064033,-0.6056960051621075,-0.18153739471375693,-0.4828252460484453,"[0.16356 0.1966  0.15264 0.13148 0.1078  0.08758 0.06794 0.05076 0.03066
 0.01098]","[0.70372493 0.2756447  0.01260745 0.00802292 0.         0.
 0.         0.         0.         0.        ]","[1.9644e-01 4.4108e-01 2.3566e-01 9.6000e-02 1.9840e-02 6.4200e-03
 3.2600e-03 1.2600e-03 4.0000e-05 0.0000e+00]","[0.45694 0.49786 0.0424  0.0028  0.      0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04656378580138723,-0.6926587424717128,271,trex
405,405,0.0017074325633944657,1.1027444009119693,-0.13358188347730218,-0.06976063333672547,"[0.19014 0.1855  0.11758 0.12452 0.13322 0.10504 0.05988 0.04406 0.02882
 0.01124]","[0.00949868 0.38627968 0.51398417 0.09023747 0.         0.
 0.         0.         0.         0.        ]","[0.1237  0.1435  0.2089  0.06562 0.06082 0.12352 0.16588 0.05162 0.05644
 0.     ]","[0.14586 0.29966 0.26934 0.26794 0.0172  0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 2.0000e-05 0.0000e+00]",-0.046574142761840076,-0.3068331498574896,1497,car
406,406,-0.6606565697867244,-0.8518956674745072,-0.191159793839611,-0.5227958435473858,"[0.21168 0.18808 0.15158 0.1191  0.09908 0.07594 0.05746 0.04456 0.03386
 0.01866]","[0.48568399 0.41516437 0.02545069 0.04241782 0.03128314 0.
 0.         0.         0.         0.        ]","[0.16998 0.29424 0.27308 0.09906 0.0418  0.03124 0.02838 0.03032 0.0319
 0.     ]","[0.34748 0.42996 0.16182 0.05052 0.00942 0.0008  0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.02879748522576805,-0.32001338791472317,1089,plant
